id,N,P,K,temperature,humidity,ph,rainfall,treatment_availablility,severity
652,11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,Heartwood Formation,1
653,34,47,19,27.31372793,85.44815232,6.568795404,53.15223123,Heartwood Formation,1
654,21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,Heartwood Formation,1
655,17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,Heartwood Formation,1
656,25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,Heartwood Formation,1
657,2,38,18,27.53632932,89.92908171,6.619891498,45.48591922,Heartwood Formation,1
658,9,48,20,29.66461594,84.28187572,6.377568542,56.09542002,Heartwood Formation,1
659,37,49,25,29.9145443,85.85384444,6.415459592,41.39081525,Heartwood Formation,1
660,36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,Heartwood Formation,1
661,40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,Heartwood Formation,1
662,30,44,16,29.73013036,82.89166381,6.442335593,50.91511275,Heartwood Formation,1
663,1,59,23,27.46852989,87.17649,7.184398832,43.78420984,Heartwood Formation,1
664,9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,Heartwood Formation,1
665,14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,Heartwood Formation,1
666,35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,Heartwood Formation,1
667,31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,Heartwood Formation,1
668,4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,Heartwood Formation,1
669,30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,Heartwood Formation,1
670,9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,Heartwood Formation,1
671,20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,Heartwood Formation,1
672,37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,Heartwood Formation,1
673,34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,Heartwood Formation,1
674,14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,Heartwood Formation,1
675,23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,Heartwood Formation,1
676,5,45,21,28.36291385,88.00989267,6.487124217,43.05130077,Heartwood Formation,1
677,22,37,20,27.62749466,86.49366929,6.605733068,39.26137642,Heartwood Formation,1
678,40,51,17,28.66086349,86.12194568,6.860602782,50.01534317,Heartwood Formation,1
679,27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,Heartwood Formation,1
680,31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,Heartwood Formation,1
681,38,36,21,28.02952623,84.8845732,6.556372966,36.12042927,Heartwood Formation,1
682,6,37,17,28.08657178,80.35005927,6.760694228,38.14476781,Heartwood Formation,1
683,6,47,18,29.16174608,80.28038146,6.715276663,40.16545979,Heartwood Formation,1
684,24,44,17,29.8596912,80.03499648,6.666380512,50.66487502,Heartwood Formation,1
685,25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,Heartwood Formation,1
686,32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,Heartwood Formation,1
687,8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,Heartwood Formation,1
688,19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,Heartwood Formation,1
689,39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,Heartwood Formation,1
690,33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,Heartwood Formation,1
691,26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,Heartwood Formation,1
692,21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,Heartwood Formation,1
693,22,54,20,28.56149805,83.63802195,6.689825155,41.013132,Heartwood Formation,1
694,29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,Heartwood Formation,1
695,4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,Heartwood Formation,1
696,10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,Heartwood Formation,1
697,4,44,19,27.95639663,83.52706038,6.921993878,43.25726752,Heartwood Formation,1
698,20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,Heartwood Formation,1
699,23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,Heartwood Formation,1
700,25,48,21,28.438097,83.48991368,6.267684328,52.55469976,Heartwood Formation,1
701,56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,Heartwood Formation,1
702,25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,Heartwood Formation,1
703,42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,Heartwood Formation,1
704,42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,Heartwood Formation,1
705,44,58,18,28.03644051,65.06601664,6.814410928,72.49507741,Heartwood Formation,1
706,50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,Heartwood Formation,1
707,35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,Heartwood Formation,1
708,30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,Heartwood Formation,1
709,27,64,21,32.84213012,68.68401492,7.543804223,73.67166182,Heartwood Formation,1
710,50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,Heartwood Formation,1
711,39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,Heartwood Formation,1
712,57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,Heartwood Formation,1
713,52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,Heartwood Formation,1
714,55,66,22,30.91219459,68.79427388,7.747775263,66.63830637,Heartwood Formation,1
715,51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,Heartwood Formation,1
716,36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,Heartwood Formation,1
717,59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,Heartwood Formation,1
718,50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,Heartwood Formation,1
719,30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,Heartwood Formation,1
720,20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,Heartwood Formation,1
721,58,71,15,27.82592799,67.5861883,6.919243702,74.01229707,Heartwood Formation,1
722,25,71,24,28.49538735,60.44848407,7.187721818,74.91559514,Heartwood Formation,1
723,52,71,16,27.74274761,68.53997144,7.075886472,71.78615328,Heartwood Formation,1
724,40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,Heartwood Formation,1
725,20,60,25,27.3254209,69.09047809,6.726469088,61.19250859,Heartwood Formation,1
726,48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,Heartwood Formation,1
727,49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,Heartwood Formation,1
728,48,62,15,25.36586097,66.6379724,7.538631462,65.81655892,Heartwood Formation,1
729,32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,Heartwood Formation,1
730,21,63,22,25.09737391,67.72837887,6.859409487,74.61649888,Heartwood Formation,1
731,20,72,19,32.47648301,64.34848735,7.397190844,65.820457,Heartwood Formation,1
732,25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,Heartwood Formation,1
733,41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,Heartwood Formation,1
734,53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,Heartwood Formation,1
735,39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,Heartwood Formation,1
736,25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,Heartwood Formation,1
737,21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,Heartwood Formation,1
738,57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,Heartwood Formation,1
739,56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,Heartwood Formation,1
740,49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,Heartwood Formation,1
741,24,80,19,29.67892453,69.0854554,6.808041722,65.66436565,Heartwood Formation,1
742,49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,Heartwood Formation,1
743,28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,Heartwood Formation,1
744,55,78,21,33.39438752,62.93692886,6.602888249,63.57445989,Heartwood Formation,1
745,50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,Heartwood Formation,1
746,34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,Heartwood Formation,1
747,20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,Heartwood Formation,1
748,55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,Heartwood Formation,1
749,23,70,15,34.6008247,63.11296779,7.403623355,60.41790253,Heartwood Formation,1
750,53,74,15,29.43463808,64.94329356,7.517097,72.17818157,Heartwood Formation,1
751,26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,Heartwood Formation,1
752,33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,Heartwood Formation,1
753,37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,Heartwood Formation,1
754,33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,Heartwood Formation,1
755,22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,Heartwood Formation,1
756,20,68,17,30.11873003,60.11680815,6.578714843,71.72980375,Heartwood Formation,2
757,43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,Heartwood Formation,2
758,44,76,22,27.26458947,68.01232937,7.775306272,68.91754359,Heartwood Formation,2
759,34,60,16,31.35730791,64.24992106,7.322555223,63.85668948,Heartwood Formation,2
760,21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,Heartwood Formation,2
761,25,68,19,29.39982732,64.25510719,7.108450121,67.47677295,Heartwood Formation,2
762,41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,Heartwood Formation,2
763,28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,Heartwood Formation,2
764,35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,Heartwood Formation,2
765,52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,Heartwood Formation,2
766,58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,Heartwood Formation,2
767,34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,Heartwood Formation,2
768,52,70,16,33.66855394,66.60416867,7.534811833,67.32520551,Heartwood Formation,2
769,23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,Heartwood Formation,2
770,42,58,25,27.45853567,62.90020977,6.513620918,69.46020927,Heartwood Formation,2
771,37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,Heartwood Formation,2
772,44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,Heartwood Formation,2
773,21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,Heartwood Formation,2
774,56,76,16,28.27265858,61.18956161,7.513151076,63.29900785,Heartwood Formation,2
775,29,76,15,28.5417236,64.2020154,7.025607706,69.68862306,Heartwood Formation,2
776,43,61,20,26.87187036,61.61367264,6.804253866,63.51822045,Heartwood Formation,2
777,55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,Heartwood Formation,2
778,44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,Heartwood Formation,2
779,29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,Heartwood Formation,2
780,47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,Heartwood Formation,2
781,40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,Heartwood Formation,2
782,58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,Heartwood Formation,2
783,41,74,18,28.75751783,61.02701476,6.599147298,73.37686831,Heartwood Formation,2
784,58,79,17,27.24766491,66.10123083,7.04174124,62.31842057,Heartwood Formation,2
785,27,62,24,28.63005477,66.770943,7.353876754,62.2737345,Heartwood Formation,2
786,27,60,17,26.41768321,63.64698302,7.026795359,64.42177127,Heartwood Formation,2
787,52,65,20,32.81705216,66.15665137,6.814301033,68.83924882,Heartwood Formation,2
788,44,55,25,29.6321052,65.91359954,7.42160832,71.16331975,Heartwood Formation,2
789,21,62,24,33.49077065,62.73317204,6.847382891,65.45328463,Heartwood Formation,2
790,60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,Heartwood Formation,2
791,33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,Heartwood Formation,2
792,59,58,17,28.546224,66.31394098,7.368318809,62.83469851,Heartwood Formation,2
793,29,63,17,30.02629908,67.88811637,7.26154329,66.47264636,Heartwood Formation,2
794,59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,Heartwood Formation,2
795,29,70,15,30.33499674,63.54718862,6.872594461,74.16699119,Heartwood Formation,2
796,58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,Heartwood Formation,2
797,55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,Heartwood Formation,2
798,42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,Heartwood Formation,2
799,44,77,21,32.63918668,61.3009051,7.326980454,61.83876146,Heartwood Formation,2
800,38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,Heartwood Formation,2
801,32,76,15,28.05153602,63.49802189,7.604110177,43.35795377,Heartwood Formation,2
802,13,61,22,19.44084326,63.27771461,7.728832424,46.83130119,Heartwood Formation,2
803,38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,Heartwood Formation,2
804,11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,Heartwood Formation,2
805,37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,Heartwood Formation,2
806,29,71,18,22.17499963,62.13873825,6.410441476,53.46622584,Heartwood Formation,2
807,2,72,18,26.57597546,60.97876599,7.836719564,50.89110726,Heartwood Formation,2
808,6,59,21,26.58972517,66.14007674,6.139215944,50.90994463,Heartwood Formation,2
809,13,64,20,19.1345771,62.57526895,6.590571088,36.46946971,Heartwood Formation,2
810,8,58,17,28.75273118,69.15640149,7.286049978,35.15426171,Heartwood Formation,2
811,6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,Heartwood Formation,2
812,2,75,22,23.89271875,61.78779413,6.658605362,52.55730112,Heartwood Formation,2
813,3,69,23,28.67408774,63.18832976,7.299360767,42.96018627,Heartwood Formation,2
814,27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,Heartwood Formation,2
815,39,78,15,21.35499456,62.60136323,5.925391795,41.78219834,Heartwood Formation,2
816,40,79,17,21.12695586,63.18738532,6.403683619,38.71834464,Heartwood Formation,2
817,37,62,22,24.02037872,61.62313345,7.397546271,49.78102578,Heartwood Formation,2
818,31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,Heartwood Formation,2
819,22,67,22,29.03017561,64.49166566,7.475926645,54.9393771,Heartwood Formation,2
820,3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,Heartwood Formation,2
821,4,80,16,29.19585548,68.01965728,7.441976825,44.93261911,Heartwood Formation,2
822,13,61,24,18.29783597,69.6897615,7.629910253,49.39111479,Heartwood Formation,2
823,12,66,20,27.41434987,63.41785982,7.336117221,44.43177543,Heartwood Formation,2
824,4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,Heartwood Formation,2
825,9,60,21,29.94413861,67.31323084,7.52178027,40.37113729,Heartwood Formation,2
826,18,66,22,25.87990287,67.55109024,6.347379185,47.89645224,Heartwood Formation,2
827,32,56,18,20.0467711,65.84395319,7.135251532,46.05333124,Heartwood Formation,2
828,6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,Heartwood Formation,2
829,15,77,20,25.13163619,66.92642362,7.399749291,49.04015558,Heartwood Formation,2
830,0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,Heartwood Formation,2
831,30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,Heartwood Formation,2
832,3,63,16,24.38041875,61.18458224,6.868881708,53.13946695,Heartwood Formation,2
833,2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,Heartwood Formation,2
834,10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,Heartwood Formation,2
835,14,67,25,25.28710601,60.85993533,7.241151936,49.37369982,Heartwood Formation,2
836,39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,Heartwood Formation,2
837,19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,Heartwood Formation,2
838,18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,Heartwood Formation,2
839,31,58,15,28.31886863,60.19461399,6.167855382,45.36521251,Heartwood Formation,2
840,28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,Heartwood Formation,2
841,5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,Heartwood Formation,2
842,16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,Heartwood Formation,2
843,34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,Heartwood Formation,2
844,14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,Heartwood Formation,2
845,22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,Heartwood Formation,2
846,24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,Heartwood Formation,2
847,2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,Heartwood Formation,2
848,26,63,17,29.87854588,65.73085206,6.950300686,44.95654782,Heartwood Formation,2
849,27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,Heartwood Formation,2
850,24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,Heartwood Formation,2
851,13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,Heartwood Formation,2
852,6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,Heartwood Formation,2
853,12,58,23,21.74600081,63.39503184,6.765091462,50.43306085,Heartwood Formation,2
854,32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,Heartwood Formation,2
855,6,68,18,24.388717,62.50453062,6.711341147,47.26052494,Heartwood Formation,2
856,10,79,20,24.98287462,66.895409,6.379881442,38.21370568,Heartwood Formation,2
857,38,77,22,28.234829,69.3159965,6.313284268,35.36831423,Heartwood Formation,2
858,17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,Heartwood Formation,2
859,26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,Heartwood Formation,2
860,23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,Heartwood Formation,2
861,32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,Heartwood Formation,2
862,19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,Heartwood Formation,2
863,22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,Heartwood Formation,2
864,28,69,16,29.77013109,66.29327012,6.547361618,35.69674138,Heartwood Formation,2
865,1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,Heartwood Formation,2
866,12,67,23,25.62896213,63.14909763,6.585020303,45.49683991,Heartwood Formation,2
867,36,67,20,20.39078312,60.47528931,6.924042372,53.31508572,Heartwood Formation,2
868,28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,Heartwood Formation,2
869,12,71,19,24.91079638,60.71367427,7.142611056,42.19740397,Heartwood Formation,2
870,22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,Heartwood Formation,2
871,26,66,22,18.06486101,65.1034354,6.300479414,51.54922825,Heartwood Formation,2
872,16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,Heartwood Formation,2
873,14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,Heartwood Formation,2
874,33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,Heartwood Formation,2
875,21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,Heartwood Formation,2
876,0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,Heartwood Formation,2
877,10,75,17,18.43966037,68.05394959,7.732194788,39.00992137,Heartwood Formation,2
878,30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,Heartwood Formation,2
879,0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,Heartwood Formation,2
880,35,74,22,26.7230014,62.96841833,6.898905799,42.87274897,Heartwood Formation,2
881,7,63,24,19.55750776,64.45268309,6.818681086,53.04669416,Heartwood Formation,2
882,9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,Heartwood Formation,2
883,14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,Heartwood Formation,2
884,14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,Heartwood Formation,2
885,36,65,16,25.71269843,64.1123333,7.692013657,50.17067771,Heartwood Formation,2
886,28,67,21,21.79792649,63.73086065,6.250994223,46.62370222,Heartwood Formation,2
887,28,79,16,24.70626432,60.26854183,6.052184881,53.12442925,Heartwood Formation,2
888,40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,Heartwood Formation,2
889,10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,Heartwood Formation,2
890,12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,Heartwood Formation,2
891,37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,Heartwood Formation,2
892,0,67,22,29.82112112,69.4073209,6.593798387,51.56461082,Heartwood Formation,2
893,7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,Heartwood Formation,2
894,10,56,18,27.99627907,68.6428593,7.32710972,46.10585191,Heartwood Formation,2
895,39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,Heartwood Formation,2
896,26,56,22,23.05276444,60.424786,7.011121216,52.60285259,Heartwood Formation,2
897,9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,Heartwood Formation,2
898,4,59,19,26.25070298,67.62779652,7.621494566,40.8106299,Heartwood Formation,2
899,34,73,15,20.97195263,63.83179889,7.630424083,53.10207889,Heartwood Formation,2
900,33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,Heartwood Formation,2
901,2,24,38,24.55981624,91.63536236,5.922935513,111.9684622,Heartwood Formation,2
902,6,18,37,19.65690085,89.93701023,5.937649578,108.0458926,Heartwood Formation,2
903,8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,Heartwood Formation,2
904,37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,Heartwood Formation,2
905,0,27,38,22.44581266,89.90147027,6.738016221,109.3905998,Heartwood Formation,2
906,31,25,38,24.96273236,92.40501423,6.497366677,109.4169192,Heartwood Formation,2
907,21,21,38,22.5526059,89.3259486,6.327673765,104.8955643,Heartwood Formation,2
908,6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,Heartwood Formation,2
909,25,27,41,19.20090378,94.27659596,6.923509371,108.0423555,Heartwood Formation,2
910,15,11,38,23.12808226,92.68328358,6.630646083,109.3930157,Heartwood Formation,2
911,14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,Heartwood Formation,2
912,16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,Heartwood Formation,2
913,36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,Heartwood Formation,3
914,4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,Heartwood Formation,3
915,29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,Heartwood Formation,3
916,16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,Heartwood Formation,3
917,18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,Heartwood Formation,3
918,11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,Heartwood Formation,3
919,5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,Heartwood Formation,3
920,18,23,44,23.71028128,89.61794165,6.184400085,105.6499907,Heartwood Formation,3
921,9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,Heartwood Formation,3
922,40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,Heartwood Formation,3
923,22,23,44,20.13037175,89.31505137,6.143874691,107.3416913,Heartwood Formation,3
924,9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,Heartwood Formation,3
925,12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,Heartwood Formation,3
926,0,17,42,23.20242586,91.19442671,6.859840821,109.0946323,Heartwood Formation,3
927,2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,Heartwood Formation,3
928,28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,Heartwood Formation,3
929,8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,Heartwood Formation,3
930,29,16,36,19.81069447,88.92944254,5.740338002,102.860084,Heartwood Formation,3
931,17,18,43,24.4880844,90.83687246,5.843005428,103.1969341,Heartwood Formation,3
932,34,21,42,18.75927679,89.93457597,6.648687274,111.0196744,Heartwood Formation,3
933,21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,Heartwood Formation,3
934,25,17,40,18.91251245,87.74938524,6.608023872,111.2800516,Heartwood Formation,3
935,8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,Heartwood Formation,3
936,26,18,42,19.72620525,89.64934166,6.910374919,108.2287276,Heartwood Formation,3
937,4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,Heartwood Formation,3
938,36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,Heartwood Formation,3
939,5,24,40,24.692258,93.87030088,6.297907579,104.6735454,Heartwood Formation,3
940,19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,Heartwood Formation,3
941,39,30,38,20.12644921,87.59629625,6.965156738,108.065579,Heartwood Formation,3
942,5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,Heartwood Formation,3
943,4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,Heartwood Formation,3
944,38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,Heartwood Formation,3
945,37,11,36,24.24779615,85.56033312,6.710143266,106.9216033,Heartwood Formation,3
946,9,25,41,24.81530144,91.90842992,5.972714857,109.2853418,Heartwood Formation,3
947,29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,Heartwood Formation,3
948,5,21,38,22.43377991,90.3396556,6.107054808,112.459697,Heartwood Formation,3
949,22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,Heartwood Formation,3
950,4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,Heartwood Formation,3
951,21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,Heartwood Formation,3
952,29,21,45,23.40981539,93.13277,6.749260456,105.2240743,Heartwood Formation,3
953,23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,Heartwood Formation,3
954,13,7,43,18.20230419,91.12282162,7.013481515,109.6623974,Heartwood Formation,3
955,5,13,37,22.34375696,89.7870345,5.648243649,103.3183074,Heartwood Formation,3
956,27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,Heartwood Formation,3
957,7,23,35,19.75088482,88.71691157,7.054313823,102.5538035,Heartwood Formation,3
958,12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,Heartwood Formation,3
959,4,19,43,18.07132963,93.14554876,5.779427402,106.3602023,Heartwood Formation,3
960,3,9,45,23.89162561,89.61850203,6.535244251,104.617522,Heartwood Formation,3
961,1,27,36,23.98598756,93.34236582,5.684995235,104.991282,Heartwood Formation,3
962,23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,Heartwood Formation,3
963,24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,Heartwood Formation,3
964,13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,Heartwood Formation,3
965,40,11,44,24.45840036,86.10874614,6.322396027,111.3779693,Heartwood Formation,3
966,21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,Heartwood Formation,3
967,3,27,44,24.56811204,92.03009222,6.591302797,110.9633894,Heartwood Formation,3
968,40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,Heartwood Formation,3
969,14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,Heartwood Formation,3
970,38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,Heartwood Formation,3
971,34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,Heartwood Formation,3
972,32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,Heartwood Formation,3
973,18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,Heartwood Formation,3
974,8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,Heartwood Formation,3
975,15,6,41,19.0087067,88.83768149,6.897368477,108.6793978,Heartwood Formation,3
976,0,5,36,24.35193812,90.88612388,6.152906502,105.529185,Heartwood Formation,3
